Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"loginpackage.loginkeyword.login(""nguyenqhuy753101"", ""huy123"")",Chrome 134.0.6998.179,,,04-04-2025 13:22:31,04-04-2025 13:23:10,39.463s,PASSED
"click(findTestObject(""UI/Page_Home_Wolfden/newHowlBtn""))",Chrome 134.0.6998.179,,,04-04-2025 13:23:10,04-04-2025 13:23:14,3.608s,PASSED
"sendKeys(findTestObject(""UI/Page_CreateHowl_Wolfden/writehowlTextbox""), text)",Chrome 134.0.6998.179,,,04-04-2025 13:23:14,04-04-2025 13:23:15,1.278s,PASSED
"uploadFile(findTestObject(""UI/Page_CreateHowl_Wolfden/uploadFileBtn""), ""C:\\Users\\HUY\\Downloads\\minions.png"")",Chrome 134.0.6998.179,,,04-04-2025 13:23:15,04-04-2025 13:23:16,0.280s,PASSED
"click(findTestObject(""UI/Page_CreateHowl_Wolfden/howlBtn""))",Chrome 134.0.6998.179,,,04-04-2025 13:23:16,04-04-2025 13:23:16,0.600s,PASSED
delay(2),Chrome 134.0.6998.179,,,04-04-2025 13:23:16,04-04-2025 13:23:18,2.004s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/yourHowlWasSentTxt""), ""Your Howl was sent"")",Chrome 134.0.6998.179,,,04-04-2025 13:23:18,04-04-2025 13:23:19,0.660s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/displayNameTxt""), ""nguyenqhuy7531"")",Chrome 134.0.6998.179,,,04-04-2025 13:23:19,04-04-2025 13:23:19,0.320s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/usernameTxt""), ""@nguyenqhuy753101"")",Chrome 134.0.6998.179,,,04-04-2025 13:23:19,04-04-2025 13:23:19,0.338s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/enteredTextTxt""), text)",Chrome 134.0.6998.179,,,04-04-2025 13:23:19,04-04-2025 13:23:20,0.335s,PASSED
"verifyElementPresent(findTestObject(""UI/Page_Howl_Wolfden/uploadedImage""), 0)",Chrome 134.0.6998.179,,,04-04-2025 13:23:20,04-04-2025 13:23:20,0.263s,PASSED
howlpackage.howlkeyword.deleteHowl(),Chrome 134.0.6998.179,,,04-04-2025 13:23:20,04-04-2025 13:23:23,2.653s,PASSED
closeBrowser(),Chrome 134.0.6998.179,,,04-04-2025 13:23:23,04-04-2025 13:23:23,0.340s,PASSED
,,,,,,,
Test Cases/Howl/Create howl containing text and video,Chrome 134.0.6998.179,,,04-04-2025 13:23:23,04-04-2025 13:24:17,53.593s,PASSED
"text = ""Test""",Chrome 134.0.6998.179,,,04-04-2025 13:23:23,04-04-2025 13:23:23,0.000s,PASSED
"loginpackage.loginkeyword.login(""nguyenqhuy753101"", ""huy123"")",Chrome 134.0.6998.179,,,04-04-2025 13:23:23,04-04-2025 13:24:03,39.929s,PASSED
"click(findTestObject(""UI/Page_Home_Wolfden/newHowlBtn""))",Chrome 134.0.6998.179,,,04-04-2025 13:24:03,04-04-2025 13:24:07,4.095s,PASSED
"sendKeys(findTestObject(""UI/Page_CreateHowl_Wolfden/writehowlTextbox""), text)",Chrome 134.0.6998.179,,,04-04-2025 13:24:07,04-04-2025 13:24:08,0.510s,PASSED
"uploadFile(findTestObject(""UI/Page_CreateHowl_Wolfden/uploadFileBtn""), ""C:\\Users\\HUY\\Downloads\\minion.mp4"")",Chrome 134.0.6998.179,,,04-04-2025 13:24:08,04-04-2025 13:24:08,0.289s,PASSED
"click(findTestObject(""UI/Page_CreateHowl_Wolfden/howlBtn""))",Chrome 134.0.6998.179,,,04-04-2025 13:24:08,04-04-2025 13:24:09,0.581s,PASSED
delay(2),Chrome 134.0.6998.179,,,04-04-2025 13:24:09,04-04-2025 13:24:11,2.009s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/yourHowlWasSentTxt""), ""Your Howl was sent"")",Chrome 134.0.6998.179,,,04-04-2025 13:24:11,04-04-2025 13:24:12,1.896s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/displayNameTxt""), ""nguyenqhuy7531"")",Chrome 134.0.6998.179,,,04-04-2025 13:24:12,04-04-2025 13:24:13,0.322s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/usernameTxt""), ""@nguyenqhuy753101"")",Chrome 134.0.6998.179,,,04-04-2025 13:24:13,04-04-2025 13:24:13,0.307s,PASSED
"verifyElementText(findTestObject(""UI/Page_Howl_Wolfden/enteredTextTxt""), text)",Chrome 134.0.6998.179,,,04-04-2025 13:24:13,04-04-2025 13:24:13,0.297s,PASSED
"verifyElementPresent(findTestObject(""UI/Page_Howl_Wolfden/uploadedVideo""), 0)",Chrome 134.0.6998.179,,,04-04-2025 13:24:13,04-04-2025 13:24:14,0.280s,PASSED
howlpackage.howlkeyword.deleteHowl(),Chrome 134.0.6998.179,,,04-04-2025 13:24:14,04-04-2025 13:24:16,2.563s,PASSED
closeBrowser(),Chrome 134.0.6998.179,,,04-04-2025 13:24:16,04-04-2025 13:24:17,0.370s,PASSED
